ObjectName,R,G,B
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633890734,79,223,95
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633890734,79,223,159
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633890734,79,223,223
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633890734,79,255,79
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633890734,79,127,79
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633890734,79,191,79
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,95,79
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,159,79
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,223,79
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,79,255
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,79,127
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,79,191
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A707602_1743956818,79,79,95
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,79,79,159
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,79,79,223
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,79,79,79
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,255,255,110
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,255,127,110
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,255,191,110
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212111101,255,95,110
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,255,159,110
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,255,223,110
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,255,79,110
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,127,255,110
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,127,127,110
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,127,191,110
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634109753,127,95,110
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,127,159,110
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,127,223,110
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,127,79,110
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,191,255,110
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,191,127,110
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,191,191,110
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A827A02_1802539214,191,95,110
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,191,159,110
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,191,223,110
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,191,79,110
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,95,255,110
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,95,127,110
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,95,191,110
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587248679,95,95,110
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,95,159,110
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,95,223,110
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,95,79,110
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,159,255,110
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,159,127,110
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,159,191,110
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587404692,159,95,110
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,159,159,110
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,159,223,110
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,159,79,110
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,223,255,110
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,223,127,110
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,223,191,110
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587179673,223,95,110
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,223,159,110
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,223,223,110
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,223,79,110
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,79,255,110
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,79,127,110
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,79,191,110
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425455342,79,95,110
BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,79,159,110
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,79,223,110
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,79,79,110
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,255,110,255
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,255,110,127
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,255,110,191
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A207602_2123277737,255,110,95
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,255,110,159
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,255,110,223
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,255,110,79
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,127,110,255
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,127,110,127
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,127,110,191
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425598353,127,110,95
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,127,110,159
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,127,110,223
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,127,110,79
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,191,110,255
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,191,110,127
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,191,110,191
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1587329686,191,110,95
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,191,110,159
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,191,110,223
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,191,110,79
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,95,110,255
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,95,110,127
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,95,110,191
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A747602_1428487531,95,110,95
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,95,110,159
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,95,110,223
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,95,110,79
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,159,110,255
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,159,110,127
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,159,110,191
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425520348,159,110,95
BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,159,110,159
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,159,110,223
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,159,110,79
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,223,110,255
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,223,110,127
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,223,110,191
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425292327,223,110,95
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,223,110,159
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,223,110,223
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,223,110,79
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,79,110,255
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,79,110,127
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,79,110,191
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8C7A02_1212163105,79,110,95
BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,79,110,159
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,79,110,223
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,79,110,79
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,255,110,110
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,127,110,110
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,191,110,110
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A8E7A02_1425509347,95,110,110
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,159,110,110
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,223,110,110
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,79,110,110
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,110,255,255
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,110,255,127
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,110,255,191
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A8C7A02_1212356122,110,255,95
BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,255,159
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,255,223
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,255,79
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,127,255
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,127,127
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,127,191
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_6C6E07132D49788102_1328099840,110,127,95
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,127,159
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,127,223
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,127,79
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,191,255
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,191,127
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,191,191
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587214676,110,191,95
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,191,159
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,191,223
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,191,79
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,95,255
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,95,127
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,95,191
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587414693,110,95,95
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,95,159
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,95,223
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,95,79
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,159,255
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,159,127
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,159,191
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A8E7A02_1425400337,110,159,95
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,159,159
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,159,223
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,159,79
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,223,255
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,223,127
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,223,191
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8C7A02_1212085099,110,223,95
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,223,159
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,223,223
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,223,79
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,79,255
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,79,127
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,79,191
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634131755,110,79,95
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,79,159
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,79,223
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,79,79
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,255,110
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,127,110
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,191,110
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212407127,110,95,110
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,159,110
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,223,110
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,79,110
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,110,255
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,110,127
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,110,191
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425644356,110,110,95
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,110,110,159
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,110,110,223
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,110,110,79
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,110,110,110
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,255,255,143
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,255,127,143
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587528703,255,191,143
BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,255,95,143
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,255,159,143
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,255,223,143
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,255,79,143
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,255,110,143
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,127,255,143
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_og_C_UAID_6C6E07132D49748102_1871818135,127,127,143
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,127,191,143
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,127,95,143
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,127,159,143
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,127,223,143
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,127,79,143
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,127,110,143
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587481699,191,255,143
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,127,143
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,191,143
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,95,143
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,159,143
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,223,143
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,79,143
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1587425694,191,110,143
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,255,143
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,127,143
