ObjectName,R,G,B
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,191,143
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,95,143
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,159,143
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,223,143
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634220763,95,79,143
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,95,110,143
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,159,255,143
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,159,127,143
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,159,191,143
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,159,95,143
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,159,159,143
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A8E7A02_1425615354,159,223,143
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,159,79,143
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,159,110,143
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,223,255,143
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,223,127,143
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,223,191,143
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,223,95,143
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8E7A02_1425199319,223,159,143
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,223,223,143
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,223,79,143
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,223,110,143
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,79,255,143
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,79,127,143
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,79,191,143
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A897A02_1645761448,79,95,143
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,79,159,143
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,79,223,143
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,79,79,143
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,79,110,143
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,110,255,143
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,110,127,143
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8C7A02_1212396126,110,191,143
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,110,95,143
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,110,159,143
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,110,223,143
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,110,79,143
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,110,110,143
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,255,143,255
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1633982742,255,143,127
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,255,143,191
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,255,143,95
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,255,143,159
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,255,143,223
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,255,143,79
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,255,143,110
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A8E7A02_1425575352,127,143,255
BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,127
SM_Wheel_Front_R_vehCar_vehicle06_1_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,191
SM_Wheel_Front_L_vehCar_vehicle06_2_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,95
SM_Wheel_Rear_L_vehCar_vehicle06_3_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,159
SM_Wheel_Rear_R_vehCar_vehicle06_4_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,223
SM_vehCar_vehicle06_No_Wheel_5_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,79
SM_All_Trans_vehCar_vehicle06_6_BP_VehicleAI_sportscar_C_UAID_E08F4CF5208A907A02_1633873733,127,143,110
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,255
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,127
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,191
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,95
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,159
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,223
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1587381690,191,143,79
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,191,143,110
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,95,143,255
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,95,143,127
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,95,143,191
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,95,143,95
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,95,143,159
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A8C7A02_1212502136,95,143,223
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,95,143,79
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,95,143,110
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,159,143,255
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,159,143,127
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,159,143,191
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,159,143,95
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A907A02_1634018745,159,143,159
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,159,143,223
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,159,143,79
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,159,143,110
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,223,143,255
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,223,143,127
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,223,143,191
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1633971741,223,143,95
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,223,143,159
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,223,143,223
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,223,143,79
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,223,143,110
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,79,143,255
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,79,143,127
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1634271767,79,143,191
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,79,143,95
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,79,143,159
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,79,143,223
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,79,143,79
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,79,143,110
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,110,143,255
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1634283768,110,143,127
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,110,143,191
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,110,143,95
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,110,143,159
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,110,143,223
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,110,143,79
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,110,143,110
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633857732,255,143,143
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,127,143,143
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,191,143,143
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,95,143,143
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,159,143,143
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,223,143,143
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,79,143,143
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587436695,110,143,143
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,255
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,127
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,191
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,95
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,159
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,223
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1587237678,143,255,79
BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,255,110
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,127,255
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,127,127
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,127,191
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,127,95
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,127,159
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A907A02_1633840731,143,127,223
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,127,79
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,127,110
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,191,255
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,191,127
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,191,191
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,191,95
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1587447696,143,191,159
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,191,223
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,191,79
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,191,110
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,95,255
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,95,127
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,95,191
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1587550705,143,95,95
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,95,159
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,95,223
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,95,79
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,95,110
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,159,255
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,159,127
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212174106,143,159,191
BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,159,95
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,159,159
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,159,223
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,159,79
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,159,110
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,223,255
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A747602_1422771530,143,223,127
BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,223,191
SM_Wheel_Front_R_vehTruck_vehicle04_1_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,223,95
SM_Wheel_Front_L_vehTruck_vehicle04_2_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,223,159
SM_Wheel_Rear_L_vehTruck_vehicle04_3_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,223,223
SM_Wheel_Rear_R_vehTruck_vehicle04_4_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,223,79
SM_vehTruck_vehicle04_No_Wheel_5_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,223,110
SM_All_Trans_vehTruck_vehicle04_6_BP_VehicleAI_pickup_C_UAID_E08F4CF5208A907A02_1634051748,143,79,255
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,127
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,191
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,95
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,159
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,223
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,79
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A8E7A02_1425313329,143,79,110
BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,255
SM_Wheel_Front_R_vehCar_vehicle12_1_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,127
SM_Wheel_Front_L_vehCar_vehicle12_2_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,191
SM_Wheel_Rear_L_vehCar_vehicle12_3_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,95
SM_Wheel_Rear_R_vehCar_vehicle12_4_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,159
SM_vehCar_vehicle12_No_Wheel_5_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,223
SM_All_Trans_vehCar_vehicle12_6_BP_VehicleAI_taxi_C_UAID_E08F4CF5208A907A02_1633947739,143,110,79
BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,110,110
SM_Wheel_Front_R_vehCar_vehicle02_1_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,255,143
SM_Wheel_Front_L_vehCar_vehicle02_2_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,127,143
SM_Wheel_Rear_L_vehCar_vehicle02_3_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,191,143
SM_Wheel_Rear_R_vehCar_vehicle02_4_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,95,143
SM_vehCar_vehicle02_No_Wheel_5_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,159,143
SM_All_Trans_vehCar_vehicle02_6_BP_VehicleAI_SUV1_C_UAID_E08F4CF5208A8C7A02_1212335120,143,223,143
BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,79,143
SM_Wheel_Front_R_vehCar_vehicle07_1_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,110,143
SM_Wheel_Front_L_vehCar_vehicle07_2_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,143,255
SM_Wheel_Rear_L_vehCar_vehicle07_3_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,143,127
SM_Wheel_Rear_R_vehCar_vehicle07_4_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,143,191
SM_vehCar_vehicle07_No_Wheel_5_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,143,95
SM_All_Trans_vehCar_vehicle07_6_BP_VehicleAI_sedan2_C_UAID_E08F4CF5208A907A02_1633924737,143,143,159
BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,143,143,223
SM_Wheel_Front_R_vehCar_vehicle05_1_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,143,143,79
SM_Wheel_Front_L_vehCar_vehicle05_2_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,143,143,110
SM_Wheel_Rear_L_vehCar_vehicle05_3_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,143,143,143
SM_Wheel_Rear_R_vehCar_vehicle05_4_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,255,255,175
SM_vehCar_vehicle05_No_Wheel_5_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,255,127,175
SM_All_Trans_vehCar_vehicle05_6_BP_VehicleAI_SUV2_C_UAID_E08F4CF5208A907A02_1634152757,255,191,175
BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,255,95,175
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,255,159,175
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,255,223,175
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,255,79,175
SM_Wheel_Rear_R_vehCar_vehicle03_4_BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,255,110,175
SM_vehCar_vehicle03_No_Wheel_5_BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,255,143,175
SM_All_Trans_vehCar_vehicle03_6_BP_VehicleAI_C_UAID_E08F4CF5208A707602_1735325817,127,255,175
BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,127,175
SM_Wheel_Front_R_vehCar_vehicle13_1_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,191,175
SM_Wheel_Front_L_vehCar_vehicle13_2_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,95,175
SM_Wheel_Rear_L_vehCar_vehicle13_3_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,159,175
SM_Wheel_Rear_R_vehCar_vehicle13_4_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,223,175
SM_vehCar_vehicle13_No_Wheel_5_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,79,175
SM_All_Trans_vehCar_vehicle13_6_BP_VehicleAI_policecar_C_UAID_E08F4CF5208A907A02_1634142756,127,110,175
BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,127,143,175
SM_Wheel_Front_R_vehCar_vehicle03_1_BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,191,255,175
SM_Wheel_Front_L_vehCar_vehicle03_2_BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,191,127,175
SM_Wheel_Rear_L_vehCar_vehicle03_3_BP_VehicleAI_C_UAID_E08F4CF5208A8C7A02_1212426129,191,191,175
